Module	Section	Sample Name	Source
FastQC	all_sections	349.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/349.trim_fastqc.zip
FastQC	all_sections	35.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/35.trim_fastqc.zip
FastQC	all_sections	37.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/37.trim_fastqc.zip
FastQC	all_sections	39.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/39.trim_fastqc.zip
FastQC	all_sections	401.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/401.trim_fastqc.zip
FastQC	all_sections	402.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/402.trim_fastqc.zip
FastQC	all_sections	403.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/403.trim_fastqc.zip
FastQC	all_sections	404.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/404.trim_fastqc.zip
FastQC	all_sections	41.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/41.trim_fastqc.zip
FastQC	all_sections	411.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/411.trim_fastqc.zip
FastQC	all_sections	412.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/412.trim_fastqc.zip
FastQC	all_sections	413.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/413.trim_fastqc.zip
FastQC	all_sections	414.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/414.trim_fastqc.zip
FastQC	all_sections	421.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/421.trim_fastqc.zip
FastQC	all_sections	43.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/43.trim_fastqc.zip
FastQC	all_sections	431b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/431b.trim_fastqc.zip
FastQC	all_sections	432.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/432.trim_fastqc.zip
FastQC	all_sections	434.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/434.trim_fastqc.zip
FastQC	all_sections	44.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/44.trim_fastqc.zip
FastQC	all_sections	441.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/441.trim_fastqc.zip
FastQC	all_sections	442b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/442b.trim_fastqc.zip
FastQC	all_sections	443.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/443.trim_fastqc.zip
FastQC	all_sections	444.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/444.trim_fastqc.zip
FastQC	all_sections	445.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/445.trim_fastqc.zip
FastQC	all_sections	45.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/45.trim_fastqc.zip
FastQC	all_sections	451.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/451.trim_fastqc.zip
FastQC	all_sections	452b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/452b.trim_fastqc.zip
FastQC	all_sections	453.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/453.trim_fastqc.zip
FastQC	all_sections	46.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/46.trim_fastqc.zip
FastQC	all_sections	461b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/461b.trim_fastqc.zip
FastQC	all_sections	462b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/462b.trim_fastqc.zip
FastQC	all_sections	47.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/47.trim_fastqc.zip
FastQC	all_sections	471b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/471b.trim_fastqc.zip
FastQC	all_sections	472b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/472b.trim_fastqc.zip
FastQC	all_sections	473.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/473.trim_fastqc.zip
FastQC	all_sections	474.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/474.trim_fastqc.zip
FastQC	all_sections	475.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/475.trim_fastqc.zip
FastQC	all_sections	476.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/476.trim_fastqc.zip
FastQC	all_sections	477.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/477.trim_fastqc.zip
FastQC	all_sections	481.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/481.trim_fastqc.zip
FastQC	all_sections	482.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/482.trim_fastqc.zip
FastQC	all_sections	483.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/483.trim_fastqc.zip
FastQC	all_sections	484.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/484.trim_fastqc.zip
FastQC	all_sections	485.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/485.trim_fastqc.zip
FastQC	all_sections	487.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/487.trim_fastqc.zip
FastQC	all_sections	488.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/488.trim_fastqc.zip
FastQC	all_sections	489.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/489.trim_fastqc.zip
FastQC	all_sections	490.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/490.trim_fastqc.zip
FastQC	all_sections	491.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/491.trim_fastqc.zip
FastQC	all_sections	492.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/492.trim_fastqc.zip
FastQC	all_sections	506.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/506.trim_fastqc.zip
FastQC	all_sections	513.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/513.trim_fastqc.zip
FastQC	all_sections	521.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/521.trim_fastqc.zip
FastQC	all_sections	522.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/522.trim_fastqc.zip
FastQC	all_sections	523.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/523.trim_fastqc.zip
FastQC	all_sections	524.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/524.trim_fastqc.zip
FastQC	all_sections	525.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/525.trim_fastqc.zip
FastQC	all_sections	526.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/526.trim_fastqc.zip
FastQC	all_sections	527.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/527.trim_fastqc.zip
FastQC	all_sections	528.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/528.trim_fastqc.zip
FastQC	all_sections	529.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/529.trim_fastqc.zip
FastQC	all_sections	531.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/531.trim_fastqc.zip
FastQC	all_sections	532.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/532.trim_fastqc.zip
FastQC	all_sections	533.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/533.trim_fastqc.zip
FastQC	all_sections	541.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/541.trim_fastqc.zip
FastQC	all_sections	542.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/542.trim_fastqc.zip
FastQC	all_sections	543.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/543.trim_fastqc.zip
FastQC	all_sections	551.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/551.trim_fastqc.zip
FastQC	all_sections	552b.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/552b.trim_fastqc.zip
FastQC	all_sections	553.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/553.trim_fastqc.zip
FastQC	all_sections	554.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/554.trim_fastqc.zip
FastQC	all_sections	561.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/561.trim_fastqc.zip
FastQC	all_sections	562.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/562.trim_fastqc.zip
FastQC	all_sections	563.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/563.trim_fastqc.zip
FastQC	all_sections	564.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/564.trim_fastqc.zip
FastQC	all_sections	565.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/565.trim_fastqc.zip
FastQC	all_sections	571.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/571.trim_fastqc.zip
FastQC	all_sections	Undetermined.trim	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/trimmed/Undetermined.trim_fastqc.zip
