Module	Section	Sample Name	Source
FastQC	all_sections	441_S73_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/441_S73_L002_R1_001_fastqc.zip
FastQC	all_sections	442b_S60_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/442b_S60_L002_R1_001_fastqc.zip
FastQC	all_sections	443_S36_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/443_S36_L002_R1_001_fastqc.zip
FastQC	all_sections	444_S34_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/444_S34_L002_R1_001_fastqc.zip
FastQC	all_sections	445_S45_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/445_S45_L002_R1_001_fastqc.zip
FastQC	all_sections	44_S71_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/44_S71_L002_R1_001_fastqc.zip
FastQC	all_sections	451_S28_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/451_S28_L002_R1_001_fastqc.zip
FastQC	all_sections	452b_S2_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/452b_S2_L002_R1_001_fastqc.zip
FastQC	all_sections	453_S12_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/453_S12_L002_R1_001_fastqc.zip
FastQC	all_sections	45_S63_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/45_S63_L002_R1_001_fastqc.zip
FastQC	all_sections	461b_S31_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/461b_S31_L002_R1_001_fastqc.zip
FastQC	all_sections	462b_S64_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/462b_S64_L002_R1_001_fastqc.zip
FastQC	all_sections	46_S66_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/46_S66_L002_R1_001_fastqc.zip
FastQC	all_sections	471b_S51_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/471b_S51_L002_R1_001_fastqc.zip
FastQC	all_sections	472b_S48_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/472b_S48_L002_R1_001_fastqc.zip
FastQC	all_sections	473_S20_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/473_S20_L002_R1_001_fastqc.zip
FastQC	all_sections	474_S14_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/474_S14_L002_R1_001_fastqc.zip
FastQC	all_sections	475_S16_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/475_S16_L002_R1_001_fastqc.zip
FastQC	all_sections	476_S17_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/476_S17_L002_R1_001_fastqc.zip
FastQC	all_sections	477_S37_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/477_S37_L002_R1_001_fastqc.zip
FastQC	all_sections	47_S58_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/47_S58_L002_R1_001_fastqc.zip
FastQC	all_sections	481_S57_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/481_S57_L002_R1_001_fastqc.zip
FastQC	all_sections	482_S25_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/482_S25_L002_R1_001_fastqc.zip
FastQC	all_sections	483_S7_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/483_S7_L002_R1_001_fastqc.zip
FastQC	all_sections	484_S43_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/484_S43_L002_R1_001_fastqc.zip
FastQC	all_sections	485_S21_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/485_S21_L002_R1_001_fastqc.zip
FastQC	all_sections	487_S6_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/487_S6_L002_R1_001_fastqc.zip
FastQC	all_sections	488_S26_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/488_S26_L002_R1_001_fastqc.zip
FastQC	all_sections	489_S35_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/489_S35_L002_R1_001_fastqc.zip
FastQC	all_sections	490_S19_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/490_S19_L002_R1_001_fastqc.zip
FastQC	all_sections	491_S50_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/491_S50_L002_R1_001_fastqc.zip
FastQC	all_sections	492_S40_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/492_S40_L002_R1_001_fastqc.zip
FastQC	all_sections	506_S47_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/506_S47_L002_R1_001_fastqc.zip
FastQC	all_sections	513_S56_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/513_S56_L002_R1_001_fastqc.zip
FastQC	all_sections	521_S65_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/521_S65_L002_R1_001_fastqc.zip
FastQC	all_sections	522_S1_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/522_S1_L002_R1_001_fastqc.zip
FastQC	all_sections	523_S4_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/523_S4_L002_R1_001_fastqc.zip
FastQC	all_sections	524_S11_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/524_S11_L002_R1_001_fastqc.zip
FastQC	all_sections	525_S18_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/525_S18_L002_R1_001_fastqc.zip
FastQC	all_sections	526_S15_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/526_S15_L002_R1_001_fastqc.zip
FastQC	all_sections	527_S39_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/527_S39_L002_R1_001_fastqc.zip
FastQC	all_sections	528_S27_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/528_S27_L002_R1_001_fastqc.zip
FastQC	all_sections	529_S53_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/529_S53_L002_R1_001_fastqc.zip
FastQC	all_sections	531_S44_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/531_S44_L002_R1_001_fastqc.zip
FastQC	all_sections	532_S33_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/532_S33_L002_R1_001_fastqc.zip
FastQC	all_sections	533_S61_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/533_S61_L002_R1_001_fastqc.zip
FastQC	all_sections	541_S41_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/541_S41_L002_R1_001_fastqc.zip
FastQC	all_sections	542_S3_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/542_S3_L002_R1_001_fastqc.zip
FastQC	all_sections	543_S29_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/543_S29_L002_R1_001_fastqc.zip
FastQC	all_sections	551_S24_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/551_S24_L002_R1_001_fastqc.zip
FastQC	all_sections	552b_S54_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/552b_S54_L002_R1_001_fastqc.zip
FastQC	all_sections	553_S23_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/553_S23_L002_R1_001_fastqc.zip
FastQC	all_sections	554_S13_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/554_S13_L002_R1_001_fastqc.zip
FastQC	all_sections	561_S69_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/561_S69_L002_R1_001_fastqc.zip
FastQC	all_sections	562_S77_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/562_S77_L002_R1_001_fastqc.zip
FastQC	all_sections	563_S59_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/563_S59_L002_R1_001_fastqc.zip
FastQC	all_sections	564_S32_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/564_S32_L002_R1_001_fastqc.zip
FastQC	all_sections	565_S67_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/565_S67_L002_R1_001_fastqc.zip
FastQC	all_sections	571_S76_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/571_S76_L002_R1_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L002_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/Undetermined_S0_L002_R1_001_fastqc.zip
FastQC	all_sections	137_S63_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/137_S63_L001_R1_001_fastqc.zip
FastQC	all_sections	139_S54_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/139_S54_L001_R1_001_fastqc.zip
FastQC	all_sections	140_S64_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/140_S64_L001_R1_001_fastqc.zip
FastQC	all_sections	141_S61_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/141_S61_L001_R1_001_fastqc.zip
FastQC	all_sections	156_S66_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/156_S66_L001_R1_001_fastqc.zip
FastQC	all_sections	159_S68_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/159_S68_L001_R1_001_fastqc.zip
FastQC	all_sections	161_S57_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/161_S57_L001_R1_001_fastqc.zip
FastQC	all_sections	162_S62_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/162_S62_L001_R1_001_fastqc.zip
FastQC	all_sections	168_S67_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/168_S67_L001_R1_001_fastqc.zip
FastQC	all_sections	169_S65_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/169_S65_L001_R1_001_fastqc.zip
FastQC	all_sections	171_S58_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/171_S58_L001_R1_001_fastqc.zip
FastQC	all_sections	172_S59_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/172_S59_L001_R1_001_fastqc.zip
FastQC	all_sections	181_S69_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/181_S69_L001_R1_001_fastqc.zip
FastQC	all_sections	183_S56_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/183_S56_L001_R1_001_fastqc.zip
FastQC	all_sections	184_S55_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/184_S55_L001_R1_001_fastqc.zip
FastQC	all_sections	185_S60_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/185_S60_L001_R1_001_fastqc.zip
FastQC	all_sections	291_S42_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/291_S42_L001_R1_001_fastqc.zip
FastQC	all_sections	292_S32_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/292_S32_L001_R1_001_fastqc.zip
FastQC	all_sections	293_S11_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/293_S11_L001_R1_001_fastqc.zip
FastQC	all_sections	294_S7_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/294_S7_L001_R1_001_fastqc.zip
FastQC	all_sections	295_S41_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/295_S41_L001_R1_001_fastqc.zip
FastQC	all_sections	296_S40_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/296_S40_L001_R1_001_fastqc.zip
FastQC	all_sections	298_S25_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/298_S25_L001_R1_001_fastqc.zip
FastQC	all_sections	299_S21_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/299_S21_L001_R1_001_fastqc.zip
FastQC	all_sections	301_S22_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/301_S22_L001_R1_001_fastqc.zip
FastQC	all_sections	302_S15_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/302_S15_L001_R1_001_fastqc.zip
FastQC	all_sections	303_S17_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/303_S17_L001_R1_001_fastqc.zip
FastQC	all_sections	304_S24_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/304_S24_L001_R1_001_fastqc.zip
FastQC	all_sections	305_S1_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/305_S1_L001_R1_001_fastqc.zip
FastQC	all_sections	306_S44_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/306_S44_L001_R1_001_fastqc.zip
FastQC	all_sections	307_S45_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/307_S45_L001_R1_001_fastqc.zip
FastQC	all_sections	308_S5_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/308_S5_L001_R1_001_fastqc.zip
FastQC	all_sections	309_S20_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/309_S20_L001_R1_001_fastqc.zip
FastQC	all_sections	311_S2_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/311_S2_L001_R1_001_fastqc.zip
FastQC	all_sections	312_S28_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/312_S28_L001_R1_001_fastqc.zip
FastQC	all_sections	313_S36_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/313_S36_L001_R1_001_fastqc.zip
FastQC	all_sections	314_S49_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/314_S49_L001_R1_001_fastqc.zip
FastQC	all_sections	315_S26_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/315_S26_L001_R1_001_fastqc.zip
FastQC	all_sections	316_S9_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/316_S9_L001_R1_001_fastqc.zip
FastQC	all_sections	317_S33_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/317_S33_L001_R1_001_fastqc.zip
FastQC	all_sections	318_S6_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/318_S6_L001_R1_001_fastqc.zip
FastQC	all_sections	319_S52_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/319_S52_L001_R1_001_fastqc.zip
FastQC	all_sections	321_S29_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/321_S29_L001_R1_001_fastqc.zip
FastQC	all_sections	322_S8_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/322_S8_L001_R1_001_fastqc.zip
FastQC	all_sections	323_S39_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/323_S39_L001_R1_001_fastqc.zip
FastQC	all_sections	324_S47_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/324_S47_L001_R1_001_fastqc.zip
FastQC	all_sections	325_S13_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/325_S13_L001_R1_001_fastqc.zip
FastQC	all_sections	326_S38_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/326_S38_L001_R1_001_fastqc.zip
FastQC	all_sections	327_S37_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/327_S37_L001_R1_001_fastqc.zip
FastQC	all_sections	328_S12_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/328_S12_L001_R1_001_fastqc.zip
FastQC	all_sections	329_S46_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/329_S46_L001_R1_001_fastqc.zip
FastQC	all_sections	331_S53_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/331_S53_L001_R1_001_fastqc.zip
FastQC	all_sections	332_S48_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/332_S48_L001_R1_001_fastqc.zip
FastQC	all_sections	333_S30_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/333_S30_L001_R1_001_fastqc.zip
FastQC	all_sections	334_S50_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/334_S50_L001_R1_001_fastqc.zip
FastQC	all_sections	335_S31_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/335_S31_L001_R1_001_fastqc.zip
FastQC	all_sections	336_S51_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/336_S51_L001_R1_001_fastqc.zip
FastQC	all_sections	337_S35_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/337_S35_L001_R1_001_fastqc.zip
FastQC	all_sections	338_S4_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/338_S4_L001_R1_001_fastqc.zip
FastQC	all_sections	339_S10_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/339_S10_L001_R1_001_fastqc.zip
FastQC	all_sections	341_S19_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/341_S19_L001_R1_001_fastqc.zip
FastQC	all_sections	342_S23_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/342_S23_L001_R1_001_fastqc.zip
FastQC	all_sections	343_S14_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/343_S14_L001_R1_001_fastqc.zip
FastQC	all_sections	344_S27_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/344_S27_L001_R1_001_fastqc.zip
FastQC	all_sections	345_S16_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/345_S16_L001_R1_001_fastqc.zip
FastQC	all_sections	346_S18_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/346_S18_L001_R1_001_fastqc.zip
FastQC	all_sections	347_S43_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/347_S43_L001_R1_001_fastqc.zip
FastQC	all_sections	348_S3_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/348_S3_L001_R1_001_fastqc.zip
FastQC	all_sections	349_S34_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/349_S34_L001_R1_001_fastqc.zip
FastQC	all_sections	Undetermined_S0_L001_R1_001	/Volumes/Bumblebee/O.lurida_QuantSeq-2020/qc-processing/fastqc/untrimmed/Undetermined_S0_L001_R1_001_fastqc.zip
